,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
15291,16166,20150502T000000,459990.0,3,2.5,2680,5539,2.0,0,0,3,8,2680,0,2013,0,98045,47.4761,-121.734,2990,6037
9060,6297,20151016T000000,315000.0,1,0.75,770,4600,1.0,0,0,4,6,770,0,1910,0,98126,47.5565,-122.377,1550,4600
4387,10576,20150616T000000,792500.0,4,2.5,4290,175421,2.0,0,0,3,10,4290,0,2004,0,98010,47.3585,-121.988,3370,63162
2638,11762,20150821T000000,634000.0,3,2.5,2490,4904,2.0,0,0,3,9,2490,0,2003,0,98029,47.5451,-122.014,2370,4050
13328,5527,20151204T000000,306000.0,3,1.5,1250,8700,1.0,0,0,4,7,1250,0,1959,0,98168,47.4744,-122.328,1300,8700
11060,5155,20160212T000000,1120280.0,4,4.0,2530,1774,3.0,0,2,3,9,2100,430,2013,0,98119,47.6362,-122.369,2160,2400
7767,8404,20160204T000000,445500.0,4,1.5,2210,10497,1.0,0,0,4,8,1650,560,1953,0,98166,47.4321,-122.347,1840,12697
14971,5396,20150522T000000,380000.0,5,3.5,2420,4670,2.0,0,0,3,7,2420,0,2013,0,98118,47.5241,-122.285,1430,4468
1935,11847,20160305T000000,1380000.0,6,4.5,5740,10312,2.0,0,2,3,11,3610,2130,2000,0,98006,47.5533,-122.11,4350,11917
3194,12550,20151110T000000,1250000.0,3,2.5,3670,18505,1.0,0,4,3,10,2530,1140,1983,0,98177,47.7588,-122.376,2920,20000
8454,3298,20150911T000000,299950.0,3,2.5,1780,4650,2.0,0,0,3,7,1780,0,2011,0,98038,47.386,-122.047,3050,3848
7890,11839,20151021T000000,472500.0,2,2.25,1700,2383,2.0,0,0,3,8,1700,0,2005,0,98029,47.547,-121.997,1700,2700
1373,6865,20151203T000000,835000.0,3,1.75,1490,3840,2.0,0,0,3,8,1490,0,1984,2014,98033,47.6916,-122.214,3450,8500
5910,17464,20160127T000000,365000.0,3,1.0,1030,4700,1.0,0,0,3,7,1030,0,1952,0,98146,47.5118,-122.377,1030,4700
14232,17787,20160324T000000,839704.0,4,3.25,2950,4161,2.0,0,0,3,10,2210,740,2014,0,98027,47.5297,-122.073,2790,3693
6920,19558,20150822T000000,165000.0,3,2.5,1660,2415,2.0,0,0,3,7,1660,0,1983,0,98042,47.3763,-122.148,1740,2624
14094,1901,20150902T000000,351000.0,4,1.0,1430,8400,1.0,0,0,3,6,730,700,1969,0,98072,47.7417,-122.172,1310,8240
4984,3266,20160402T000000,790000.0,4,2.5,3020,36893,2.0,0,0,3,9,3020,0,1986,2007,98077,47.768,-122.092,3020,36444
1766,1250,20150620T000000,754800.0,2,2.5,2770,7781,2.0,0,0,3,8,2770,0,2006,0,98053,47.7072,-122.017,1870,5984
3455,5868,20160304T000000,2479000.0,5,3.75,6810,7500,2.5,0,0,3,13,6110,700,1922,0,98102,47.6285,-122.322,2660,7500
7621,19245,20151202T000000,516000.0,3,3.0,2330,7304,1.0,0,0,3,9,1300,1030,1971,0,98005,47.5982,-122.172,2330,9518
12517,8998,20160401T000000,669000.0,3,1.0,1560,4500,1.5,0,0,5,7,1560,0,1915,0,98112,47.6204,-122.292,1530,4500
9401,8792,20160323T000000,580000.0,2,1.5,1220,5000,1.0,0,2,4,7,1220,0,1938,0,98103,47.6624,-122.348,2090,3850
13209,5856,20150605T000000,529999.0,3,2.5,1710,1664,2.0,0,0,5,8,1300,410,2003,0,98199,47.6456,-122.383,1470,5400
2531,10776,20150521T000000,635000.0,4,2.25,2750,6180,1.0,0,0,4,8,1500,1250,1948,0,98118,47.5691,-122.284,1740,6180
2864,2803,20150616T000000,265000.0,3,1.0,1000,9150,1.0,0,0,3,7,1000,0,1969,0,98059,47.4829,-122.124,1490,10647
1479,10207,20151205T000000,340000.0,4,2.5,2380,7850,2.0,0,0,3,8,2380,0,1995,0,98055,47.4356,-122.201,1940,7334
3646,12708,20150805T000000,479990.0,3,2.5,2010,2386,2.0,0,0,3,8,1390,620,2014,0,98029,47.5525,-121.998,1690,1870
8928,12521,20160217T000000,570500.0,2,1.0,1380,1800,2.0,0,0,3,7,1080,300,1954,0,98119,47.6416,-122.361,1600,3600
10308,19168,20151001T000000,665000.0,3,2.75,1930,2960,1.5,0,0,5,7,1490,440,1929,0,98105,47.6659,-122.287,2080,3760
4162,9715,20160126T000000,625700.0,3,2.0,2570,159865,1.0,0,0,5,7,2570,0,1968,0,98024,47.5547,-121.892,2010,38322
127,8343,20151117T000000,269950.0,3,1.5,1950,7560,1.0,0,2,4,7,1320,630,1975,0,98022,47.1976,-121.999,1950,8941
6188,9954,20150527T000000,535000.0,2,1.0,1040,5527,1.0,0,0,3,7,1040,0,1951,0,98115,47.6774,-122.284,2080,7020
11841,17008,20160218T000000,415000.0,3,1.75,1790,15142,1.0,0,0,3,7,1360,430,1976,0,98072,47.7362,-122.172,1910,7500
11756,11742,20150619T000000,265000.0,3,1.75,1840,7300,1.0,0,0,3,8,1840,0,1966,0,98023,47.3122,-122.369,1920,8010
88,9676,20150626T000000,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166
6753,5430,20151027T000000,339950.0,3,2.5,2120,7641,1.0,0,0,3,8,1290,850,1979,0,98056,47.5053,-122.186,2090,8000
5556,13071,20160105T000000,2150000.0,3,2.75,3470,9610,3.0,1,4,3,11,3470,0,1989,2000,98034,47.7205,-122.26,4130,11875
150,3800,20150527T000000,477000.0,4,2.75,1720,6270,2.0,0,0,3,8,1720,0,1978,0,98118,47.5458,-122.268,2130,8700
123,5740,20160102T000000,272000.0,3,1.75,2160,7140,1.0,0,0,4,7,1670,490,1978,0,98023,47.3026,-122.374,1930,7350
4982,7654,20150530T000000,625000.0,4,3.25,4240,25639,2.0,0,3,3,10,3550,690,1989,0,98023,47.3241,-122.378,3590,24967
11501,4280,20150527T000000,313000.0,3,1.75,1320,6205,1.0,0,0,5,7,1320,0,1948,0,98133,47.7412,-122.343,1210,6205
9775,7617,20150630T000000,635000.0,3,2.5,3350,4007,2.0,0,0,3,8,2550,800,2005,0,98034,47.7277,-122.207,2340,4167
10402,15092,20160327T000000,653675.0,4,2.25,2280,7229,2.0,0,0,4,8,2280,0,1984,0,98027,47.5609,-122.081,2320,7735
3919,17729,20150710T000000,880000.0,6,2.5,2640,3680,2.0,0,0,5,8,1760,880,1922,0,98126,47.5771,-122.38,1960,3680
13215,16224,20160312T000000,235000.0,4,1.5,1920,11595,1.0,0,0,4,7,1920,0,1962,0,98002,47.2858,-122.212,1400,10550
11038,17232,20150523T000000,900000.0,3,3.5,4080,217697,1.5,0,3,3,10,4080,0,2000,0,98092,47.2604,-122.139,2710,217790
10974,11253,20160306T000000,619100.0,3,1.75,1870,7030,1.0,0,0,3,7,1870,0,1977,0,98033,47.6999,-122.17,1820,7500
10061,9677,20160126T000000,733000.0,6,2.75,2730,5000,1.0,0,0,3,8,1780,950,1962,0,98107,47.6751,-122.38,2090,5000
4901,19634,20150618T000000,375000.0,3,2.5,1950,6871,2.0,0,0,3,8,1950,0,1997,0,98155,47.7603,-122.307,1950,7663
1547,15983,20160427T000000,852000.0,3,3.0,2400,4000,2.0,0,0,3,7,1860,540,1905,0,98102,47.6288,-122.321,1750,3940
15578,7392,20150707T000000,509900.0,3,2.5,3030,9053,2.0,0,0,3,8,3030,0,2009,0,98059,47.4945,-122.149,3010,6026
13668,14632,20150811T000000,381000.0,3,1.75,1330,7216,1.0,0,0,3,7,1330,0,1969,0,98034,47.7199,-122.18,1500,8000
11721,18143,20150715T000000,750000.0,4,1.75,2670,6250,2.0,0,0,4,8,2020,650,1941,0,98199,47.6499,-122.391,1820,6250
13230,16018,20151013T000000,395000.0,4,2.5,2740,8336,2.0,0,0,4,9,2740,0,1990,0,98031,47.3904,-122.176,2460,9189
339,13677,20151014T000000,811000.0,3,1.75,1870,9897,1.0,0,0,4,8,1870,0,1960,0,98040,47.5505,-122.221,1900,10005
9970,9235,20160129T000000,550000.0,2,1.5,900,5750,1.0,0,2,3,7,900,0,1940,0,98116,47.5623,-122.384,1300,1413
12368,16471,20150514T000000,625000.0,4,2.75,1680,11180,1.0,0,0,4,7,1680,0,1966,0,98052,47.6557,-122.127,2400,9627
19,8246,20150516T000000,252700.0,2,1.5,1070,9643,1.0,0,0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220,8386
15267,13693,20150714T000000,718500.0,4,2.75,2840,8800,2.0,0,0,3,9,2840,0,2008,0,98033,47.7029,-122.171,1840,7700
2020,21181,20151226T000000,524000.0,4,1.0,1980,7015,1.0,0,0,3,7,1260,720,1973,0,98034,47.7204,-122.18,1570,7626
15211,3169,20151121T000000,1075000.0,5,3.5,3230,7560,2.0,0,0,3,10,3230,0,2007,0,98052,47.6467,-122.118,3230,8580
14789,2333,20160401T000000,844000.0,4,3.5,3350,6350,2.0,0,2,3,8,2610,740,2009,0,98116,47.5602,-122.39,1820,6350
11866,8884,20151013T000000,321000.0,4,1.0,1300,18836,1.0,0,0,4,7,1300,0,1941,0,98056,47.5029,-122.188,1540,8498
5512,11312,20160407T000000,575000.0,4,2.5,2890,9775,2.0,0,2,3,8,2890,0,2004,0,98065,47.5339,-121.854,2640,7184
708,14585,20160311T000000,280000.0,3,2.25,1900,7800,1.0,0,0,4,8,1390,510,1977,0,98055,47.4545,-122.208,1730,7800
3058,6730,20150930T000000,170000.0,3,0.75,1040,42180,1.0,0,0,2,6,1040,0,1947,0,98055,47.4518,-122.199,1270,24090
11298,5834,20150702T000000,723000.0,4,2.25,2410,4748,1.5,0,0,3,8,1630,800,1928,0,98116,47.5904,-122.389,2430,4748
1090,14160,20150826T000000,420000.0,2,1.0,820,4025,1.0,0,2,5,6,820,0,1922,0,98126,47.5649,-122.38,1410,5750
12707,11199,20150609T000000,965000.0,4,2.25,3160,34560,1.0,0,0,4,10,3160,0,1981,0,98072,47.7337,-122.132,3530,38045
8223,15855,20151126T000000,106000.0,1,1.0,560,5700,1.0,0,0,3,5,560,0,1947,0,98146,47.511,-122.359,1120,5000
12405,15196,20160421T000000,465000.0,3,1.5,1280,4720,1.0,0,0,4,7,850,430,1941,0,98126,47.5509,-122.377,1280,4720
15510,9211,20150523T000000,375000.0,2,2.5,750,1430,2.0,0,0,3,8,750,0,2006,0,98122,47.6093,-122.31,1320,2790
13094,15384,20150718T000000,705000.0,2,1.75,2320,6755,1.0,0,0,5,8,1380,940,1946,0,98199,47.6398,-122.403,1990,5000
4807,17682,20150817T000000,710000.0,3,2.5,2830,9680,2.0,0,0,3,10,2830,0,1991,0,98074,47.6249,-122.024,2970,8691
3205,3178,20150630T000000,370000.0,3,1.0,1320,7341,1.0,0,0,3,7,1320,0,1982,0,98155,47.7367,-122.295,1160,7573
12649,171,20150724T000000,601000.0,4,1.75,1950,4200,1.0,0,0,5,7,1040,910,1951,0,98115,47.6755,-122.285,1450,5000
1624,6721,20160409T000000,1027500.0,4,3.0,3540,10202,2.0,0,0,3,8,2720,820,1988,0,98006,47.5471,-122.155,2780,10714
10670,6593,20150822T000000,635000.0,4,3.25,2690,7200,2.0,0,3,3,9,1720,970,1978,0,98155,47.7341,-122.288,2400,8845
12858,14268,20150902T000000,447000.0,3,1.0,1270,8800,1.0,0,0,3,7,1270,0,1968,0,98052,47.6703,-122.15,1560,8250
13866,4205,20160504T000000,460000.0,3,2.25,1453,2225,2.0,0,0,4,8,1453,0,1986,0,98006,47.5429,-122.188,1860,2526
14899,11106,20160320T000000,453000.0,4,2.5,2502,8306,2.0,0,0,3,9,2502,0,2013,0,98001,47.2953,-122.265,2597,6983
3,14081,20160218T000000,510000.0,3,2.0,1680,8080,1.0,0,0,3,8,1680,0,1987,0,98074,47.6168,-122.045,1800,7503
6598,18887,20160113T000000,190000.0,3,1.75,1160,5850,1.0,0,0,4,6,1160,0,1918,0,98146,47.5064,-122.356,1110,8382
1022,11055,20150714T000000,1062500.0,4,4.0,5320,20041,2.0,0,0,3,11,5320,0,2003,0,98075,47.5852,-121.966,4640,17268
14332,2615,20160220T000000,439950.0,2,2.0,1440,4666,1.0,0,0,3,8,1440,0,2010,0,98053,47.709,-122.019,1510,4595
9257,12240,20150909T000000,214000.0,3,1.0,1020,9147,1.0,0,0,4,6,1020,0,1900,1965,98010,47.3127,-122.002,1600,9700
7436,10451,20160102T000000,166000.0,2,1.0,870,8487,1.0,0,0,4,6,870,0,1944,0,98178,47.4955,-122.239,1350,6850
8525,12639,20150513T000000,717000.0,3,1.5,1310,3880,1.0,0,0,3,7,1090,220,1956,0,98117,47.6821,-122.392,1570,3880
102,11228,20160415T000000,420000.0,3,1.0,1060,8097,1.0,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940
4104,11908,20150707T000000,866000.0,4,3.25,3990,9786,2.0,0,0,3,9,3990,0,2004,0,98053,47.6784,-122.026,3920,8200
3728,17327,20160325T000000,526000.0,3,2.25,2000,18099,1.0,0,0,4,8,1250,750,1978,0,98006,47.5443,-122.18,2060,12000
3404,13877,20151103T000000,666000.0,3,2.25,2780,31510,2.0,0,0,3,8,2780,0,1979,0,98053,47.67,-122.024,2890,36400
9212,10349,20150922T000000,316000.0,4,2.5,2320,7379,2.0,0,0,3,8,2320,0,1987,0,98003,47.3432,-122.316,2230,7614
12319,5323,20160105T000000,165000.0,3,1.0,970,7503,1.0,0,0,4,6,970,0,1967,0,98058,47.4688,-122.163,1230,9504
2954,4253,20151107T000000,875000.0,4,3.0,3720,14125,1.0,0,0,4,9,1930,1790,1960,0,98005,47.5911,-122.177,3160,15300
3509,8031,20160424T000000,255000.0,1,1.0,810,5000,1.0,0,1,3,7,590,220,1936,0,98106,47.5696,-122.36,1920,5000
4785,12205,20151031T000000,400000.0,3,2.0,1350,7216,1.0,0,0,3,7,1350,0,1964,0,98177,47.7616,-122.365,1920,7600
2288,1474,20151031T000000,485000.0,3,2.5,1840,8250,1.0,0,1,3,8,1340,500,1958,0,98177,47.7767,-122.378,1970,7920
9045,21217,20150825T000000,608000.0,2,1.0,1390,3600,1.0,0,0,4,7,1010,380,1913,0,98119,47.6422,-122.36,1590,3600
13994,1522,20150528T000000,875000.0,3,2.75,2280,4280,1.0,0,0,5,7,1280,1000,1917,0,98103,47.6685,-122.335,1650,4280
566,2887,20151024T000000,405600.0,5,1.5,2830,4000,2.5,0,0,4,8,2830,0,1918,0,98118,47.5132,-122.262,1480,4000
12335,745,20151230T000000,190000.0,3,1.5,760,40039,1.0,0,0,3,6,760,0,1906,0,98065,47.5295,-121.829,980,6000
12603,18780,20160427T000000,250000.0,3,1.0,1220,5038,1.0,0,0,5,6,1220,0,1942,0,98056,47.496,-122.189,1140,5038
13509,14376,20150910T000000,415000.0,4,1.0,1620,4329,1.5,0,0,3,7,1620,0,1927,0,98116,47.5728,-122.388,1220,5520
10702,18599,20150730T000000,452000.0,3,1.5,1240,4000,1.0,0,0,3,7,1250,0,1955,0,98117,47.6916,-122.379,1030,4000
2310,2904,20150707T000000,555000.0,3,1.5,1740,4200,1.5,0,0,4,7,1640,100,1920,0,98117,47.6782,-122.361,1660,3750
5294,5774,20160210T000000,1525000.0,4,3.75,5850,35070,2.0,0,0,4,12,4410,1440,1990,0,98006,47.5485,-122.124,4830,36200
3433,20573,20160430T000000,745000.0,3,2.0,2290,5001,1.0,0,0,4,7,1490,800,1960,0,98103,47.6909,-122.339,1230,5001
13265,19644,20150916T000000,445000.0,3,1.75,1850,16863,1.0,0,0,4,7,1280,570,1980,0,98034,47.7166,-122.225,1790,9000
1107,17375,20151013T000000,432900.0,3,2.5,2210,9226,2.0,0,0,3,8,2210,0,1998,0,98045,47.4849,-121.782,2430,8902
9270,17664,20150908T000000,240000.0,3,1.0,1040,7800,1.0,0,0,3,7,1040,0,1948,0,98055,47.4804,-122.229,1780,8400
4983,8466,20151009T000000,355000.0,3,2.25,1980,7200,1.0,0,0,3,8,1300,680,1964,0,98177,47.7625,-122.36,1820,8250
2608,153,20150912T000000,850000.0,3,2.5,3300,11570,2.0,0,0,3,9,3300,0,1994,0,98006,47.5599,-122.121,3280,11446
15427,11362,20151111T000000,559630.0,4,2.5,3370,4934,2.0,0,0,3,9,3370,0,2014,0,98038,47.3562,-122.022,2980,5046
10336,18349,20160128T000000,691000.0,4,3.0,3040,11651,2.0,0,0,3,10,3040,0,1987,0,98074,47.6348,-122.038,2540,11815
13082,10014,20160310T000000,1250000.0,4,2.25,3300,15375,1.5,0,3,3,8,2820,480,1933,1984,98040,47.526,-122.225,3250,15375
7474,635,20160414T000000,245000.0,5,1.5,2000,8100,1.5,0,0,3,6,2000,0,1946,0,98168,47.4945,-122.304,960,9239
7634,16304,20160421T000000,410000.0,3,1.0,1330,5000,1.0,0,0,3,7,1120,210,1957,0,98125,47.7211,-122.308,1920,7790
12911,18964,20160223T000000,425000.0,3,2.75,1360,542322,1.0,0,2,4,7,1140,220,1955,0,98022,47.2069,-122.024,1700,60548
8067,11434,20150513T000000,591000.0,4,2.25,2710,38180,2.0,0,0,4,8,2710,0,1977,0,98077,47.77,-122.097,2590,38180
4817,1896,20150509T000000,505000.0,3,2.5,2100,5824,2.0,0,2,3,8,2100,0,1999,0,98065,47.5334,-121.867,1890,4140
1236,15710,20150521T000000,374000.0,3,1.75,2000,9416,1.0,0,0,4,6,2000,0,1961,0,98033,47.697,-122.175,1440,9555
8819,4129,20160427T000000,1305000.0,4,3.5,3440,5000,2.0,0,0,3,11,2560,880,2006,0,98199,47.6672,-122.409,3090,10241
5137,20847,20150623T000000,360000.0,4,1.5,1720,6417,1.0,0,0,3,7,1720,0,1953,0,98125,47.7268,-122.311,1430,6240
14316,2523,20160507T000000,489500.0,4,3.5,2730,5707,2.0,0,0,3,8,2000,730,2011,0,98019,47.7327,-121.965,2430,5899
15298,7564,20150807T000000,775000.0,4,3.5,3390,3960,2.0,0,0,3,10,3390,0,2008,0,98027,47.5406,-121.995,2990,3400
1713,13326,20150714T000000,1365000.0,2,3.25,2700,3444,3.0,1,3,3,9,2700,0,1990,0,98075,47.5684,-122.06,2710,3444
2859,9760,20160325T000000,355000.0,3,1.75,1460,7203,1.0,0,0,3,7,1460,0,1990,0,98056,47.5049,-122.189,1570,7203
12767,13993,20150605T000000,605004.0,4,2.0,1370,4000,2.0,0,0,3,9,1370,0,1951,1994,98199,47.6593,-122.394,2010,5720
1799,1418,20150903T000000,549000.0,2,1.0,1510,11165,1.5,0,0,4,7,1510,0,1921,0,98133,47.7212,-122.331,2210,8851
12694,19347,20160506T000000,500000.0,4,2.25,2050,7201,2.0,0,0,3,8,2050,0,1994,0,98033,47.7003,-122.165,1970,7350
8668,10642,20150508T000000,1500000.0,3,1.75,2430,12757,1.0,0,2,4,8,1340,1090,1952,0,98004,47.6201,-122.209,2930,12450
3938,6819,20160220T000000,257500.0,4,2.0,2060,6400,1.0,0,0,3,7,1170,890,1977,0,98002,47.2924,-122.197,1890,8736
13832,4886,20151215T000000,455000.0,4,2.0,2120,9442,1.0,0,0,5,7,1060,1060,1968,0,98011,47.7675,-122.226,1290,9600
6605,16066,20151003T000000,304000.0,3,1.75,1720,6000,1.0,0,2,3,7,1000,720,1954,0,98178,47.4999,-122.223,1690,6000
7292,4712,20150918T000000,365000.0,4,2.5,2140,7350,2.0,0,0,3,8,2140,0,1985,0,98058,47.4483,-122.124,2120,8395
7223,14549,20160209T000000,262000.0,3,1.5,1700,9579,1.0,0,0,4,7,1100,600,1962,0,98023,47.3209,-122.338,1700,9628
2499,6637,20150805T000000,288000.0,0,1.5,1430,1650,3.0,0,0,3,7,1430,0,1999,0,98125,47.7222,-122.29,1430,1650
7523,16289,20160114T000000,109000.0,2,0.5,580,6900,1.0,0,0,3,5,580,0,1941,0,98118,47.5135,-122.262,1570,5040
251,16168,20150718T000000,552250.0,4,2.5,2580,5823,2.0,0,0,3,8,2580,0,2002,0,98065,47.5374,-121.875,2380,5823
10189,8093,20160113T000000,358000.0,3,1.5,1150,27319,1.0,0,0,4,6,1150,0,1976,0,98070,47.3933,-122.454,1700,30691
2589,2790,20150930T000000,630000.0,4,2.5,2560,11100,1.0,0,0,5,7,2540,0,1957,0,98008,47.6317,-122.124,1560,11100
4999,4654,20151027T000000,315000.0,3,1.75,1340,12800,1.0,0,0,3,7,880,460,1981,0,98058,47.4437,-122.137,1500,7875
5828,21329,20150807T000000,485500.0,2,1.5,1340,1286,2.0,0,0,3,8,1190,150,2006,0,98122,47.617,-122.309,1460,1245
9801,2903,20150814T000000,364000.0,4,2.5,2080,11050,1.0,0,0,4,8,2080,0,1969,0,98059,47.472,-122.119,1850,11050
387,943,20151029T000000,308000.0,3,1.0,1980,39150,1.5,0,0,3,6,1580,400,1932,0,98030,47.3818,-122.225,1860,11811
15094,13144,20160414T000000,765000.0,4,2.25,2030,2222,2.0,0,0,3,9,1610,420,2015,0,98117,47.679,-122.375,1420,2222
8020,10088,20160128T000000,592000.0,4,2.5,2300,11165,2.0,0,0,4,8,2300,0,1979,0,98008,47.5794,-122.118,2170,11165
4832,3943,20151202T000000,520000.0,4,2.5,2490,34947,2.0,0,0,3,9,2150,340,1985,0,98027,47.4823,-122.031,2490,39639
10776,9913,20151014T000000,367000.0,4,2.5,2350,8182,2.0,0,0,3,8,2350,0,1997,0,98042,47.3697,-122.106,2330,7000
6023,751,20151212T000000,585000.0,4,2.5,2450,6766,2.0,0,0,3,8,2430,0,1999,0,98177,47.7294,-122.358,1820,6772
9720,4502,20150903T000000,295500.0,3,1.75,1590,41550,1.5,0,0,3,6,1290,300,1933,1989,98168,47.4817,-122.28,2990,6464
6717,18463,20150507T000000,600000.0,3,2.5,2460,108900,1.0,0,0,4,9,1860,600,1977,0,98027,47.4824,-122.0,2870,102366
9809,5556,20160220T000000,575000.0,4,2.5,2280,9491,1.0,0,0,4,7,1290,990,1966,0,98008,47.6297,-122.117,1560,8050
13938,19720,20160325T000000,168000.0,3,1.0,1150,8000,1.5,0,0,4,6,1150,0,1913,1957,98001,47.2749,-122.252,1170,9600
15588,18502,20151118T000000,540000.0,5,2.5,3370,4850,2.0,0,0,3,9,3370,0,2007,0,98056,47.5078,-122.169,2900,5570
7655,20069,20150620T000000,715000.0,4,2.5,3290,6628,2.0,0,0,3,9,3290,0,2003,0,98075,47.5994,-121.975,3240,5831
7726,4181,20160319T000000,925500.0,3,2.75,1970,5200,1.5,0,3,3,8,1970,0,1915,2002,98136,47.5374,-122.388,2140,5200
5900,10990,20160114T000000,357500.0,3,1.0,1450,8100,1.0,0,0,3,6,1450,0,1952,0,98125,47.7027,-122.289,1450,7800
1739,19517,20151106T000000,575000.0,4,2.5,2520,35636,2.0,0,0,3,8,2520,0,1980,0,98053,47.652,-122.031,2230,35673
9124,4563,20160424T000000,800000.0,4,2.5,2900,18303,2.0,0,0,4,10,2900,0,1994,0,98075,47.5981,-122.03,2900,18303
2760,12430,20160206T000000,414250.0,4,1.75,1640,13566,1.0,0,0,4,7,1120,520,1977,0,98072,47.7423,-122.099,1470,13530
9787,17948,20151001T000000,520000.0,4,3.5,2734,210201,2.0,0,0,5,8,2734,0,1974,0,98070,47.3652,-122.504,2270,187308
13756,9935,20150616T000000,385000.0,2,1.0,830,26329,1.0,1,3,4,6,830,0,1928,0,98070,47.4012,-122.425,2030,27338
7220,8770,20160108T000000,419000.0,3,2.5,2170,4517,2.0,0,0,3,8,2170,0,2002,0,98059,47.4819,-122.14,2610,4770
8336,4883,20151027T000000,306500.0,2,1.0,1370,19988,1.0,0,2,4,7,1390,0,1949,0,98198,47.3985,-122.321,2580,10490
2626,20346,20160330T000000,554663.0,3,2.0,1230,6802,1.5,0,0,3,7,1230,0,1940,0,98105,47.6712,-122.279,1850,6398
4226,13291,20150805T000000,175000.0,2,1.75,1050,9800,1.5,0,0,4,6,1050,0,1975,0,98019,47.7595,-121.473,1230,12726
15393,16670,20150616T000000,492500.0,5,2.5,2570,9962,2.0,0,0,3,8,2570,0,2006,0,98019,47.7275,-121.957,2890,9075
14739,19342,20150709T000000,659950.0,4,2.75,3510,9400,2.0,0,0,3,9,3510,0,2014,0,98059,47.4827,-122.131,3550,9429
930,13513,20150925T000000,532500.0,3,1.75,1620,3360,1.0,0,0,5,7,980,640,1927,0,98117,47.6886,-122.361,1400,3840
12280,6034,20160415T000000,421000.0,3,1.75,1100,8662,1.0,0,0,5,7,1100,0,1964,0,98056,47.5368,-122.173,1100,9240
1123,9707,20160420T000000,657500.0,4,1.75,1620,7560,1.0,0,3,4,7,1380,240,1947,0,98117,47.6981,-122.4,2170,8650
196,14260,20160501T000000,436000.0,2,1.0,1040,7538,1.0,0,0,4,7,1040,0,1939,0,98133,47.7107,-122.352,1440,7530
7747,17549,20150819T000000,385000.0,4,2.0,1820,7102,1.0,0,0,3,7,1220,600,1950,0,98155,47.7447,-122.324,1650,8184
1119,11171,20160506T000000,810000.0,4,2.5,3260,5608,2.0,0,0,3,9,3260,0,2003,0,98029,47.5453,-121.995,3010,5608
6918,15525,20150616T000000,545000.0,3,2.5,1940,9775,1.0,0,2,3,8,1440,500,1975,0,98034,47.7142,-122.222,2830,9775
14913,8691,20150616T000000,284000.0,3,2.5,1880,6008,2.0,0,0,3,7,1880,0,2009,0,98042,47.3366,-122.052,2180,5185
15616,20581,20150915T000000,810000.0,4,3.0,3990,7838,2.0,0,0,3,9,3990,0,2003,0,98053,47.6857,-122.046,3370,6814
10988,15420,20160506T000000,435000.0,4,3.0,2270,7245,1.0,0,0,3,7,1410,860,1979,0,98155,47.7722,-122.315,1740,7571
5032,19915,20150911T000000,1210000.0,3,3.75,5400,24740,2.0,0,0,3,11,5400,0,1997,0,98053,47.6426,-121.955,1690,20000
1768,15799,20150520T000000,575000.0,4,1.75,1280,6060,1.0,0,0,3,7,860,420,1926,0,98117,47.6805,-122.364,1490,4680
3063,19690,20150508T000000,260000.0,4,1.5,2130,8800,1.0,0,0,3,7,1100,1030,1962,0,98032,47.383,-122.288,1480,8120
10797,6531,20160423T000000,795000.0,3,1.75,1930,9600,1.0,0,0,3,8,1930,0,1958,0,98040,47.5747,-122.237,2350,9840
3995,9634,20150710T000000,735000.0,3,2.5,2820,8159,2.0,0,0,3,9,2820,0,2004,0,98029,47.5527,-121.992,2910,5000
9314,4301,20150612T000000,310000.0,5,3.0,1880,5000,1.0,0,0,3,7,1100,780,1997,0,98106,47.5453,-122.363,1640,5000
6630,6099,20150918T000000,505000.0,4,2.25,2350,12540,2.0,0,0,3,8,2350,0,1968,0,98177,47.7732,-122.382,2090,7964
1163,10167,20151112T000000,1150000.0,4,3.25,4740,49091,2.0,0,0,3,11,4740,0,1990,0,98053,47.6624,-122.071,4800,42387
6800,10749,20150630T000000,1925000.0,5,4.25,4830,8050,2.5,0,2,4,11,3710,1120,1914,0,98144,47.5789,-122.286,4470,9194
15204,7561,20150717T000000,375000.0,1,1.0,720,3166,1.0,0,0,3,6,720,0,1920,0,98116,47.5811,-122.389,1140,6250
7324,15870,20160311T000000,505000.0,2,1.0,1070,8130,1.0,0,0,3,7,1070,0,1942,0,98117,47.697,-122.37,1360,7653
15492,10488,20150509T000000,800000.0,4,3.25,3540,159430,2.0,0,0,3,9,3540,0,2007,0,98014,47.6285,-121.899,1940,392040
13601,19555,20150929T000000,740000.0,3,3.5,2420,4000,2.0,0,0,5,9,1820,600,1907,0,98122,47.6054,-122.295,2030,4550
14823,18830,20150724T000000,290000.0,2,1.5,770,850,2.0,0,0,3,7,770,0,2006,0,98116,47.5644,-122.388,1350,915
14901,5325,20150725T000000,445000.0,3,2.0,1620,5101,1.0,0,0,3,7,590,1030,2006,0,98118,47.5448,-122.288,1700,7750
